USERNAME,ABOUT
Samet Can Sezer,"Hi there! My name is Samet Can and I'm 23 years old. I'm a Freelance Graphic Designer based in Antalya, Turkey. If you have question about me; • sametcansezer@gmail.com- orLeave a message to me on Behance.Thank you. "
Tariel Gadzhyiev,None
Milo Studio,None
Loredana Papp-Dinea,"Currently based in Marbella, SpainI am one of the 2 partners who founded Milo Design Studio in Transylvania, Romania. With over 15 years of design experience, I have created visual identities, application design, websites and illustrations.For any job related inquiries please contact me at: milothemes@gmail.co&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Currently based in Marbella, SpainI am one of the 2 partners who founded Milo Design Studio in Transylvania, Romania. With over 15 years of design experience, I have created visual identities, application design, websites and illustrations.For any job related inquiries please contact me at: milothemes@gmail.com <span class='variable-text-link fake-link'> Read Less</span></div>"
Andrei Buyevich,None
Ludmila Stolyarova,None
Stanislav Khatskevich,None
Самвел Арутюнян,None
Diana Silina,None
Dmitrii Sverdliuk,None
Tanya Rybakova,None
Nazima Bakhriyeva,"I'm a UX/ UI designer with a business administration background. I like analyzing things. I enjoy the full journey when it comes to creating things for end-users. I believe that users begin to like our products more when we impress them emotionally. I work exclusively on freelance conditions worldwide.If you rea&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I'm a UX/ UI designer with a business administration background. I like analyzing things. I enjoy the full journey when it comes to creating things for end-users. I believe that users begin to like our products more when we impress them emotionally. I work exclusively on freelance conditions worldwide.If you really like my work, please contact me  <span class='variable-text-link fake-link'> Read Less</span></div>"
Andrew Kliatskyi,"My name is Andrii Kliatskyi, a Graphic Designer | Illustrator | Social Media Enthusiast from Ukraine. Design has always been my interest and talent. I always try to stay up to date with current trends and practices. I strongly believe that all master craftsmen are continuously learning, especially in the fast movi&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>My name is Andrii Kliatskyi, a Graphic Designer | Illustrator | Social Media Enthusiast from Ukraine. Design has always been my interest and talent. I always try to stay up to date with current trends and practices. I strongly believe that all master craftsmen are continuously learning, especially in the fast moving domain of graphic design. I put this belief into practice every day and continue to seek out and learn and improve my craft. <span class='variable-text-link fake-link'> Read Less</span></div>"
Michael Kalinin,None
Roman Pisarev,"Привет! Меня зовут Роман, я занимаюсь созданием сайтов с помощью Figma, Photoshop и Tilda. Я создаю продающие сайты недвижимости и инфо-бизнеса."
Ayala Zhanserikova,None
Vlad Palamarchuk,None
Alina Korzhenko,None
Valeria Ruban,Hey! My name is Valeria Ruban and I'm freelance UI/UX designer. Open for new creative projects and offers. ruban.designn@gmail.com
Alexandra Freytz,None
MD ASHIQUL ISLAM,"Hello! This is Ashiq,An Interaction Designer. Who loves to take challenges, solve user'scomplex problems to make their life easier. I'm so passionate about Website and MobileApplication design. As a designer. I have experience working with international clients."
Слава Занегин ◮,Предоставление дизайнерских решений с эстетическим превосходством и уникальным характером.
Nastasya Buben,None
Viktor Vörös,"Viktor Vörös is a digital designer who is obsessed about his work, keeping his ambitions high and quality in focus at all times."
Meagan Fisher,"I’m a self-employed web designer, product designer, and front-end developer. I design and build responsive websites and products; I also design apps and systems. My focus is on products and services that honor their user's humanity and help improve our world. I enjoy speaking and writing about my work and life. I'&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I’m a self-employed web designer, product designer, and front-end developer. I design and build responsive websites and products; I also design apps and systems. My focus is on products and services that honor their user's humanity and help improve our world. I enjoy speaking and writing about my work and life. I'm known for my love of owls, but I'm also crazy about typography, cats, coffee, and pastel colors. <span class='variable-text-link fake-link'> Read Less</span></div>"
Bogdan S,None
Vladislav Nadein,"Hi! My name is Vladislav.I'm a multi-functional designer oriented to UI/UX, I like everything about the visual design, my favourite tool is Figma, at the moment I'm creating whole design systems and services. Also, I like to make brands, and I'm interested in 2D/3D animation.Follow me! It will be more interest&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi! My name is Vladislav.I'm a multi-functional designer oriented to UI/UX, I like everything about the visual design, my favourite tool is Figma, at the moment I'm creating whole design systems and services. Also, I like to make brands, and I'm interested in 2D/3D animation.Follow me! It will be more interesting in the future. <span class='variable-text-link fake-link'> Read Less</span></div>"
Anya Fesenko,None
Yana Popyrina,None
Mariia Chabak,"I'm a UI/UX designer. I create minimalistic, meaningful and unique design. I focus on creating e-commerce and redesign for any topic. I am always open for new projects and I will be happy to create a unique design for your project. "
Valeriia Serohina,"Hi, I'm Valeria! I'm a UX/UI designer from Kharkiv. I like to work on interesting projects, immerse myself in the task, and evoke the brightest emotions from the user. Let me know if you need anything cool!"
Vita Sokolova,None
Veronika Shveinova,"I am Veronika, a professional 🤓 UX/UI  designer  and  I am here to help  you!My background 🎓 may probably surprise you as I hold a Bachelor’s degree in Biotechnology, so you may ask why that drastic change?The answer is quite simple - during the studies I realised that the science field constrains my cravi&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I am Veronika, a professional 🤓 UX/UI  designer  and  I am here to help  you!My background 🎓 may probably surprise you as I hold a Bachelor’s degree in Biotechnology, so you may ask why that drastic change?The answer is quite simple - during the studies I realised that the science field constrains my craving for creativity, so I turned to something that can fulfil my desires, and you guessed it - it is web design ;)In case you are wondering about the tools I work with on the day-to-day basis:✔️ Figma✔️Adobe XD✔️Adobe Illustrator✔️Adobe Photoshop✔️Adobe After Effects✔️InDesign✔️ZeplinDon't hesitate to ✉️contact me if you need any help or consultation about new exceptional Landing page design or e-Commerce Website design concept or update/ redesign/refinements for your brand. <span class='variable-text-link fake-link'> Read Less</span></div>"
Elena Istomina,None
Andrei Druzhynin,"Hi! 👋I’m a UX/UI designer from Kyiv, Ukraine. My design is based on aesthetics, ease of use and competitive analysis. I work with love, strategy and creativity.  As a former boxer, discipline, diligence and timeliness are in my blood, so I get the job done well and on time! 🥊 Let's create masterpieces tog&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi! 👋I’m a UX/UI designer from Kyiv, Ukraine. My design is based on aesthetics, ease of use and competitive analysis. I work with love, strategy and creativity.  As a former boxer, discipline, diligence and timeliness are in my blood, so I get the job done well and on time! 🥊 Let's create masterpieces together!CONTACT MEE-mail: boxerindesign@gmail.com""Design will safe the world"" 🌍 <span class='variable-text-link fake-link'> Read Less</span></div>"
Olga Piscova,"Привет! Меня зовут Оля, мне 25, Занимаюсь графическим и веб дизайном: создаю векторные иллюстрации и надписи в стиле леттеринг, дизайн для одностраничных и многостраничных сайтов, а так же запускаю сайты на платформе Tilda. Буду рада помочь Вашему проекту!"
ELENA BARANOVA,None
webduck -,"Hey, This is my online portfolio, im a freelancer from india. I have designed some coolstuff like website design, web ad banners, flyer, print etc.I have a 7+ year experience in designing."
Anna Shirets,None
Marta Jamroz,None
Maria Subbota,"Меня зовут Маша , мне 19 лет. Учусь на третьем курсе университета на журналиста в сфере PR и рекламы. Раньше работала копирайтером, но сейчас больше нравится творить. Привыкла решать сложные задачи и быстро понимать, что от меня требуется.В с&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Меня зовут Маша , мне 19 лет. Учусь на третьем курсе университета на журналиста в сфере PR и рекламы. Раньше работала копирайтером, но сейчас больше нравится творить. Привыкла решать сложные задачи и быстро понимать, что от меня требуется.В сфере дизайна уже два года. С первого нокдауна изучала материал самостоятельно (успела даже выполнить несколько проектов на фрилансе), а этим летом прошла полноценный курс по Веб-дизайну и получила сертификат.Владею английским (уровень B1-B2), по сей день продолжаю его учить. Очень хорошо чувствую людей, коммуникабельная, поэтому могу найти общий язык с любым человеком. Супер пунктуальная, ненавижу опаздывать и когда ругаться дедлайны. Трудолюбива, поэтому если взялась за какое то дело, то точно доведу до конца.--------------My name is Masha, I am 19 years old. I am a third year university student to become a journalist in the field of PR and advertising. I used to work as a copywriter, but now I like to create more. I got used to solving complex problems and quickly understanding what is required of me.In the field of design for two years. From the first knockdown, I studied the material on my own (I even managed to complete several projects on freelance), and this summer I completed a full-fledged course in Web design and received a certificate.I speak English (level B1-B2), to this day I continue to learn it.I feel people very well, she is sociable, so I can find a common language with any person. Super punctual, I hate being late and when to swear deadlines. She is hardworking, so if I took up some business, then I will definitely bring it to the end. <span class='variable-text-link fake-link'> Read Less</span></div>"
Spaceberry Studio,What we do👇👀 Usability Audit🌐 Website Design📱 Mobile App Design™️ Digital Branding🙌 Magic📩 Want to work together?📩hello@spaceberry.studio
Artem Safarov,None
Forhan Foysal,"Intro & Achievements---------------------☛ I am Forhan Foysal. Web, WordPress & WooCommerce/Landing page /Wix/ SquareSpace Developer / Dropship & eCommerce Expert.☛ As freelancer Completed 50+ Projects at various marketplaces since 2018  Expertise::: =========Skill Set (Web & WordPress/ Front & Backend E&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Intro & Achievements---------------------☛ I am Forhan Foysal. Web, WordPress & WooCommerce/Landing page /Wix/ SquareSpace Developer / Dropship & eCommerce Expert.☛ As freelancer Completed 50+ Projects at various marketplaces since 2018  Expertise::: =========Skill Set (Web & WordPress/ Front & Backend Expertise)====================================== ☛ Custom Web/ Software using Laravel Framework   ☛ WordPress theme development & customization ☛ WordPress plugin development & customization ☛ Personal/Business Website using wordpress ☛ Bootstrap coded responsive PSD to HTML/Bootstrap ☛ Custom Javascript designed custom plugin  ☛ Jquery Plugin integration  ☛ Landing Page/ Lead pages ☛  App & Games launching/ Product-Service based Landing page.☛ PSD TO HTML/ HTML TO WordPress✎ Mailer Lite/Mailchimp/ Aweber/ Get Response Email Template/Campaign☛ HTML, CSS. BOOTSTRAP, JAVASCRIPT, JQUERY, WordPress Bug/ Error Fixing.✎  Login Registration Form, Sign in- SignUp Page Creation.☛ Contact US Form/ Social Button & social sharing, Auto Responder/ facebook pixel.✎ Maintain your site for 6 months, follow up malware, speed & content edit issues.☛ jQuery plugin integration(Accordion, wow-js, owl-carousel2, wow-slider)☛ Single or multi Page HTML website✎ Create a Responsive business website using Bootstrap grid system ☛ eCommerce/woocommerce Website ☛ Website speed increase & SEO☛  Page Builder - visual composer, elementor, divi, thrive, ux builder  ☛ Payment gateway - Paypal & Stripe Integration & FB Pixel ☛ Sign up, Member & Social Sharing Features  ☛ Zoominfo Pro & Email Finding ☛ Lead Generation/ Virtual Assistant/ Web Researcher/ Data Entry Expert ☛ Signup & Pop Up Form  ☛ Mailchimp - Zaiper & Zoho Automation ☛ Mailchimp - Subscriber pop up & automation & woo automation ☛ By Mailchimp - order notify mail/ invoice/ refind/ abandoned cart mail/ product target template ☛ Get Response & Aweber ☛ Web & WordPress Expertise to Create any web sites and web applications ☛ Shopify Store design & Premium Theme Customisation ☛ Shopify Product upload & customise / Domain Transfer(Shopify to domain) ☛ Shopify & Aliexpress Dropship & Import product by Oberlo app ☛ Shopify Sales Channel & Apps Customize ☛ Shopify SEO & Speed Up & Backup-Migration ☛ Click Bank Affiliate Marketing ☛ Click Funnels/ Upsell / Lead collect/ sales funnels product/service marketing Expertise On eCommerce & WooCommerce & Shopify==============================================➤ Ecommerce Website create ➤ Woocommerce Customization➤ Shopify Store Ctration➤ Product Upload/ Category/ Pricing/ Listing➤ Product mixing/ variations & attributes➤ Product Stock Management➤ Facebook For Woocommerce ➤ Payment gateway integration(Paypal/ stripe/ Mastercard)➤ Mailchimp Woocommerce Automation➤ Check Out Form / Billing Form / Sign up Form➤ Order Notification / Order Invoice Email➤ Product retargeting email template➤ Popup form for subscriber and collect to mailchimp list➤ product page design variations stock management➤ Product image magnifier,  zoom product and coupon➤ Product management and Stock management➤ Countdown timer for sales➤ Offer and sales for promotion ➤ Location based shipping and payment➤ wishlist and compare & add to cart➤ YITH - all premium plugins➤ Google search engine for each of the product keyword➤ Best client finding and offer him best➤ loyal clients finding/  most spending line pending and send offer➤ product attributes and variation table <span class='variable-text-link fake-link'> Read Less</span></div>"
Julia Havryliuk,None
Matheus Schaefer,None
Kirill Kozyrev,None
Oksana Reu,"Привет :)Здесь ты можешь посмотреть мои работы. Рада сотрудничеству и новым проектам, свяжитесь со мной "
Rubarb Digital,Rubarb offers a wide array of creative services. We assist and educate our clients in making the best use of the solutions we build with them.- UI design- UX design- Branding- Web development
Darya Tukhtanyazova,None
Ludmila Herasimova,"Hey! My name is Ludmila and I am a beginner UI / UX designer. My goal is to create user-friendly, creative, unique websites. Experienced in prototyping, landing page and responsive design."
Md Sumon,"Hi, I am Md Sumon. I am professional Graphic Designer I am a skilled craftsman You can see me with work, my experience 5 years. I have good knowledge logo, flare, social media banner/poster, web banner, movie poster, book poster, visiting card, postcard, calendar, id card, enveloped. I have good knowledge of Adobe&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi, I am Md Sumon. I am professional Graphic Designer I am a skilled craftsman You can see me with work, my experience 5 years. I have good knowledge logo, flare, social media banner/poster, web banner, movie poster, book poster, visiting card, postcard, calendar, id card, enveloped. I have good knowledge of Adobe Illustrator, photoshop and Power Point. Customer satisfaction is my first choice. I am a full-time freelancer so I am also available for long term partnerships. So if you are looking for good work, feel free to contact me. I'm here 24/7 at your service. 24 hours response. <span class='variable-text-link fake-link'> Read Less</span></div>"
Alina Danilenko,Landing Page / DesignAuthor's illustrations
netmarble design,None
Roman Kuchma,"I'm a UX/UI Designer.I have experience in web-design, user experience design, user interface design, mobile design.My skills:- User Experience Design (Mockups, Wireframes, Sketch's, Prototypes, Interaction Prototypes, etc.)- User Interface Design (Desktop, Tablet, Mobile)- Animation- Critical Thinking- Pro&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I'm a UX/UI Designer.I have experience in web-design, user experience design, user interface design, mobile design.My skills:- User Experience Design (Mockups, Wireframes, Sketch's, Prototypes, Interaction Prototypes, etc.)- User Interface Design (Desktop, Tablet, Mobile)- Animation- Critical Thinking- Problem Solving- Information Architecture- UX Research, Moodboards- Strategy & Planning- Branding/Rebranding- HTML/CSS (basic)Tools:- Figma- Photoshop- Illustrator- Axure RP- Principle- Invision- VS CodeContacts: mail: rkuchma95@gmail.com; tg - @kuchmaxroman; inst - @kuchmaxroman <span class='variable-text-link fake-link'> Read Less</span></div>"
Никита Крыщенко,None
Alexandra Vishnevskaya,None
Евгения Линская,None
Iuliia Pankevych,"Привет, меня зовут Юлия. Я веб дизайнер. "
Cassio Bona Jr. 🚀,"Olá, meu nome é Cassio Bona Junior, sou um designer com mais de 10 anos de experiênciaem projetos gráficos e de marcas. 🤟🏻​Sou de Porto União – SC, formado em Publicidade e Propaganda pela UNIUV.Tenho como objetivo gerar resultados para meus clientes através do designestrategicamente pensado e executado."
Mateusz Pałka,i'm graphic designer from Poland. I specialize in: ©️ logo & branding 〰️ webdesing 👁‍🗨 illustration ◾️ package design!! www.symbolstudio.pl
Dust™ Leblanc,None
Alexander Chakhutin,Web & Mobile Design Mail: Achakhutin@gmail.comTelegram: @achakhutin
Lionel Taurus,None
GC STUDIO,"We are an award winning creative agency who love producing original design solutions for our clients around the globe. By combining strategic thinking, cutting edge design and technical development we deliver effective results."
Александра Васильева,None
Viktoriia Izotova,None
Web Systems,"Web-Systems Solutions is a Web Development Company based in Khmelnytskyi, Ukraine. We're creating digital experiences and helping businesses and organizations to grow since 2009. Since that time we’ve successfully completed more than 500 projects and have grown ourselves. Today Web-Systems Solutions is an IT com&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Web-Systems Solutions is a Web Development Company based in Khmelnytskyi, Ukraine. We're creating digital experiences and helping businesses and organizations to grow since 2009. Since that time we’ve successfully completed more than 500 projects and have grown ourselves. Today Web-Systems Solutions is an IT company with more than 80 talented developers, managers and marketers who specialize in E-Commerce, web and mobile development. But what is even more important, we’re a team that is very close-knit and able to find a creative solution to any problem together. Now we’re looking for more talents to join us as well as for more new projects to put our creative ideas into action. Let’s work together! Let’s bring ideas to life!What we do- UI/UX Design- Website development- CRM-systems for businesses- API development- CMS developmentHow we doDesign- Invision- Photoshop- Sketch- Illustrator- FigmaFront-end- React.jsBack-End- PHP- Symfony- LaravelCMS- WordPress- WooCommerce- OpenCart- Shopify <span class='variable-text-link fake-link'> Read Less</span></div>"
Anton Lisitskiy,None
Onix Design,None
Даниил Клетнев,"Улучшаю бизнес, бренд или продукт с помощью качественного дизайна."
Alex Lemzin,None
Ann Donets,None
Ilya Osipov,"После нескольких лет опыта работы тестировщиком, изучаю для себя новую специальность. "
Abdullokh Utkurov,None
Pyrobyte Design,None
Nazmun Lopa,None
Aruncutean Gabriela,None
guhee kim,None
Mikhail Khamidov,None
Анна Казаева,None
Alena Obuhova,None
Abu Studio82,I design User Interfaces and Experience for humans.Available for work.Inquiry: abustudio82@gmail.com
Nadzeya Semiankova,None
Symbol Studio,"Symbol Studio is an independent design studio based in Poland/Gliwice. We work on creative projects that include branding, motion and webdesign. "
soyeon park,None
Наталья Салихова,None
이 지민,None
Leonid Stern,"I help products to scale faster and look better with help of Design and Strategy.For the last 8 years, I’ve helped digital startups and businesses all over the world to look and work their best. This isn't just about aesthetics and visual consistency, but about bringing proper design processes and product develo&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I help products to scale faster and look better with help of Design and Strategy.For the last 8 years, I’ve helped digital startups and businesses all over the world to look and work their best. This isn't just about aesthetics and visual consistency, but about bringing proper design processes and product development processes. <span class='variable-text-link fake-link'> Read Less</span></div>"
Luis Henrique Bizarro,None
Nathan Riley,Design Director and Co-Founder of @craftedbygc. Jury member on @FWA.
Antonio Stojceski,"I have been designing brands and user interfaces professionally for more than seven years, and I still love every minute of it.I'm passionate about human behavior, I believe that by understanding people and why they do what they do, we can use design to influence or change behavior and deliver solutions that can&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I have been designing brands and user interfaces professionally for more than seven years, and I still love every minute of it.I'm passionate about human behavior, I believe that by understanding people and why they do what they do, we can use design to influence or change behavior and deliver solutions that can have a positive impact in the real world. <span class='variable-text-link fake-link'> Read Less</span></div>"
Alphamark .,We help companies to clarify their visual communication and evolve their brand.
Alien Pixels,None
Viktoryia Vainitskaya,None
Rafa Saudade,None
Denis Stekhin,"Hello, my name is Denis Stekhin I'm UI/UX Designer from Kharkiv, Ukraine. And I work worldwide.My specialization is:➔ UI/UX Design➔ Product Design➔ Visual Design➔ Graphic Design➔ Branding"
Sergey Panin,None
Ilia Shchepetev,None
iykee Okonkwo,"I am a creative designer with experience in Corporate and Interface Design. I have outstanding collaborative interpersonal skills demonstrated through the successful completion of projects.I make use of tools such as Adobe Photoshop, Illustrator, Xd, and Figma to turn ideas into beautiful designs."
Алина Елисеева,None
Svetlana Polikarpova,"Hi, I'm doing web design and I'll be happy to work on your project. My strength in design is to convey the right emotion and at the same time make the design user-friendly. I consciously solve problems down to the last detail. Email me at polikarpova.svetlana.95@mail.ru or on Instagram @spolikarpova1.Привет, я занимаюсь веб дизайном и с удоволь&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi, I'm doing web design and I'll be happy to work on your project. My strength in design is to convey the right emotion and at the same time make the design user-friendly. I consciously solve problems down to the last detail. Email me at polikarpova.svetlana.95@mail.ru or on Instagram @spolikarpova1.Привет, я занимаюсь веб дизайном и с удовольствием поработаю над вашим проектом. Моя сильная сторона в дизайне- передать нужную эмоцию и в то же время сделать дизайн удобным для пользователя. Осознанно решаю задачи до самых мелочей. Пишите мне на почту polikarpova.svetlana.95@mail.ru или в Инстаграм @spolikarpova1. Также ищу работу в студии, Санкт-Петербург / Уфа. <span class='variable-text-link fake-link'> Read Less</span></div>"
Anastasia Alekseeva,None
thinkin. ex,None
Anna Yakushenko,None
Daria Andrievskaya,None
RRStudio Productions,"Best quality design and usability, since 2015 with more than 300+ unique client"
Dmitriy Kozhevnikov,dimakozh@gmail.com
Krzysztof Turek,"Born in Łódź, Poland.I have been creating visual communication language for brands since 2003."
Nicolas Baldovini,"As Partner and Vice-President, Executive Creative Director, I am proud to head the Digital Experience group and work closely on daily basis with passionate and talented people such as UX/UI designers, developers, strategists and account executives. Together, we create unforgettable digital experiences, both online&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>As Partner and Vice-President, Executive Creative Director, I am proud to head the Digital Experience group and work closely on daily basis with passionate and talented people such as UX/UI designers, developers, strategists and account executives. Together, we create unforgettable digital experiences, both online and off.I am very rigorous when it comes to recruiting and selecting the right people for our team. The development of human potential is critical to creating products and a culture that inspire people to push their limits. That’s why I place great importance on meeting regularly with people from the industry, taking part in conferences and instructing the next generation of designers.My work, as well as my team’s, has been honoured at some of the top awards competitions: the Webbys, Shopper Marketing, CMA, One Show, Créas and Boomerang. From redoing Les Producteurs du lait du Québec’s platform to creating the recognition program for Club Cage while working for months on the launch of Hilo, Hydro-Québec’s home automation program, my team has produced dozens of digital projects over the past years. What really makes me proud, however, is the fact that the work we do month after month delivers tangible results that make a difference in the daily reality of our clients and partners.Prior to joining lg2, I spent time developing my skills at Nurun, where I was fortunate enough to collaborate internationally as a mobile expert on projects with global reach. These included the new mobile app for SNCF in France and a mobile style guide for adidas Europe and Asia, along with other work for clients such as BRP (Canada), TAG Heuer (Switzerland), L’Oréal (France) and Gore (USA).  <span class='variable-text-link fake-link'> Read Less</span></div>"
Insany Design,None
Maria P,None
Merajul Islam Shanchay ✪,"I work as a graphic designer for a profession. Working with unique ideas is one of my favorite things to do. I've worked in the design profession for over seven years. I am willing to create any type of high quality design for you, including social media branding and packaging design. Please do not hesitate to con&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I work as a graphic designer for a profession. Working with unique ideas is one of my favorite things to do. I've worked in the design profession for over seven years. I am willing to create any type of high quality design for you, including social media branding and packaging design. Please do not hesitate to contact me if you require any type of design services. <span class='variable-text-link fake-link'> Read Less</span></div>"
Altynay Zh,None
eunji kim,None
Darya Neva,"The major idea of my work is creating unique and appealing digital products, which will help you to run your business even better. Feel free to drop me a line. Thank you!"
Олеся Коренева,None
Hưng Art,None
Vitaly Zimmer,None
Andrea Jelić,None
Alper Tütüncü,"Hi, I'm Alper.I have been working on design andbranding for 10 years.Website design, Application design, Social media design. We can work together in areas such as motion graphic design.Stay with me.contact: alpertutuncu.1@gmail.comPRODUCT DESIGN- UX/UI Design- BrandingUser Experience:• Design Co&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hi, I'm Alper.I have been working on design andbranding for 10 years.Website design, Application design, Social media design. We can work together in areas such as motion graphic design.Stay with me.contact: alpertutuncu.1@gmail.comPRODUCT DESIGN- UX/UI Design- BrandingUser Experience:• Design Consulting • Mobile App Design• Responsive Design• Web DesignBrand Identity:• Logo Design• Visual Identity Design• App Icon DesignMotion Graphic:• Social Media• Company Introduction Videos <span class='variable-text-link fake-link'> Read Less</span></div>"
Ahmad AL-Talla,None
Vadym Vynohradov,"Student, working in Photoshop, 3d max, Clo 3d, KeyShot, Zbrush."
Olga Lopatina,None
Aleksandr Gietowt,None
Alex Moreno,None
Denis Gurkov,None
Valeria Nikulina,"Hey everyone! I'm a Junior UX/UI designer with a great sense of style, aesthetics and vast knowledgeabout creating conscious design.Feel free to contact me!E-mail: Nikaleria99@gmail.comTelegram: @Nikaleria"
Антон Чирков,Студент школы дизайна UPROCK
Tatiana Ivanova,"Hi, my name is Tatiana and I'm a UI/UX designer based in Odessa, Ukraine. I strive to create modern and user-friendly designs. Open to cooperation.Feel free to contact me: ivvanova.tatiana@gmail.com"
Start Digital,None
Veronika Kurbatskaya,None
Daria Komendantova,"Hi! My name is Daria! Let's discuss your project in Telegram! I""m always glad to cooperate!"
Hakan Ertan,"Hakan Ertan is an award-winning art director who has spent more than a decade at network agencies such as Saatchi & Saatchi, TBWA, GREY and BBDO. I have worked for brands such as Mercedes-Benz, Coca-Cola, BMW, Unicef, Frito Lay, and Adidas. Originally from Turkey, I received a BA in Graphic Design from Akademi Ist&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hakan Ertan is an award-winning art director who has spent more than a decade at network agencies such as Saatchi & Saatchi, TBWA, GREY and BBDO. I have worked for brands such as Mercedes-Benz, Coca-Cola, BMW, Unicef, Frito Lay, and Adidas. Originally from Turkey, I received a BA in Graphic Design from Akademi Istanbul.  I'm currently working as a visual designer and is based out of Brooklyn, New York.Please have a look at my portfolio and feel free to contact me if you are interested. <span class='variable-text-link fake-link'> Read Less</span></div>"
Karen Danielyan,"Hello, my name is Karen! I'm a professional designer and corporate style creator developing brand-books and new brands as well as re-branding and re-styling the working trademarks. Over the last 5 years, I have been working in mobile application and web world.Привет, я Карен! Я дизайнер профессионально занимающийся созданием логотипов, фирменного стиля, разработкой брендбуков для новых брендов, а также ребрендингом и&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Hello, my name is Karen! I'm a professional designer and corporate style creator developing brand-books and new brands as well as re-branding and re-styling the working trademarks. Over the last 5 years, I have been working in mobile application and web world.Привет, я Карен! Я дизайнер профессионально занимающийся созданием логотипов, фирменного стиля, разработкой брендбуков для новых брендов, а также ребрендингом и рестайлингом уже работающих брендов.Последние 5 лет я также плотно погружён в мир мобильных приложений и веб-дизайна. <span class='variable-text-link fake-link'> Read Less</span></div>"
Fernando Báez,"My name is Fernando Báez, and I am a product designer with more than 9 years experience in the digital environment. After having led teams and projects in various agencies and multinational companies, it was time to start my own studio and start dedicating all my love to my clients and their projects. Now, I'm o&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>My name is Fernando Báez, and I am a product designer with more than 9 years experience in the digital environment. After having led teams and projects in various agencies and multinational companies, it was time to start my own studio and start dedicating all my love to my clients and their projects. Now, I'm open to new work opportunities & experiences.I have also been speaker at university and most of the design schools in Madrid, and I’m currently teaching design at Neoland, a school located in Madrid downtown.I’m absolutely passionate about designing challenging digital products, blending UX & visual design with business strategy to drive measurable results.I have worked with great clients such as Playstation, Philips, Disney Pixar, Heineken, BBVA, Reebok, IE University, Audi (...)I love working with people, specially if they have the same passion I have for what they do.If you have a project, an event you want me to speak at, or just want to say hello, I'll be happy to meet you!Hello@ferbaez.com <span class='variable-text-link fake-link'> Read Less</span></div>"
Vladimir Gruev,I am passionate about creating products with a strong visual identity. It helps bring the company to the next level and allows for higher user engagement.
Charles Haggas,"I help build world-class brands.I'm a passionate Brand Architect and Creative Director with expertise in product design, brand strategy/design and growth hacking. I love building products and have a knack for getting the most out of the people I work with. I’m continually seeking out innovative ways to help to &#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>I help build world-class brands.I'm a passionate Brand Architect and Creative Director with expertise in product design, brand strategy/design and growth hacking. I love building products and have a knack for getting the most out of the people I work with. I’m continually seeking out innovative ways to help to help drive growth through design and branding. Brands come to me when they are looking for a trusted source to help build or evolve their brand.I’ve had the pleasure of driving over $100 million sales for my customers and working with great companies and organizations like Quiksilver, Charles Schwab, AMD, World Bank, Allrecipes, Associated Press and more. I’ve been called a lot of things, guru, mad scientist, magician, I've heard them all, but my favorite has got to be go-to-guy. <span class='variable-text-link fake-link'> Read Less</span></div>"
Yason's Design,None
Ruslan Vashchenko,I make user-friendly and business-tasks solving design for services and mobile apps.Have an interesting project? Let's discuss it: kados92@gmail.com
Helen Fiolett,Hi! My name is Helen. I’m a graphic and web(ui/ux) designer from Moscow with 18 years of experienceSkype: olladez3Whatsapp: 8 (916) 278 54 63E-mail: elenafiolett@gmail.com
Uğur Kartal,None
Sofia Kivokurtseva,None
